SRR7426829	../../results/markDuplicates/SRR7426829Aligned.sortedByCoord.out.markDups.bam	DCM
SRR7426831	../../results/markDuplicates/SRR7426831Aligned.sortedByCoord.out.markDups.bam	DCM
SRR7426832	../../results/markDuplicates/SRR7426832Aligned.sortedByCoord.out.markDups.bam	DCM
SRR7426833	../../results/markDuplicates/SRR7426833Aligned.sortedByCoord.out.markDups.bam	DCM
SRR7426834	../../results/markDuplicates/SRR7426834Aligned.sortedByCoord.out.markDups.bam	DCM
SRR7426835	../../results/markDuplicates/SRR7426835Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426836	../../results/markDuplicates/SRR7426836Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426837	../../results/markDuplicates/SRR7426837Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426838	../../results/markDuplicates/SRR7426838Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426839	../../results/markDuplicates/SRR7426839Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426840	../../results/markDuplicates/SRR7426840Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426841	../../results/markDuplicates/SRR7426841Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426842	../../results/markDuplicates/SRR7426842Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426843	../../results/markDuplicates/SRR7426843Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426844	../../results/markDuplicates/SRR7426844Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426845	../../results/markDuplicates/SRR7426845Aligned.sortedByCoord.out.markDups.bam	ICM
SRR7426846	../../results/markDuplicates/SRR7426846Aligned.sortedByCoord.out.markDups.bam	ICM
